,Method_Name,MR_ADD,MR_MUL,MR_PER,MR_INC,MR_EXC,MR_INV,VC_1,VC_2,VC_3,VC_4,VC_5,VC_6,VC_7,VC_8,VC_9,VC_10,VC_11,VC_12,VC_13,VC_14,VC_15,VC_16,VC_17,VC_18,VC_19,VC_20,VC_21,VC_22,VC_23,VC_24,VC_25,VC_26,VC_27,VC_28,VC_29,VC_30,VC_31,VC_32,VC_33,VC_34,VC_35,VC_36,VC_37,VC_38,VC_39,VC_40,VC_41,VC_42,VC_43,VC_44,VC_45,VC_46,VC_47,VC_48,VC_49,VC_50,VC_51,VC_52,VC_53,VC_54,VC_55,VC_56,VC_57,VC_58,VC_59,VC_60,VC_61,VC_62,VC_63,VC_64,VC_65,VC_66,VC_67,VC_68,VC_69,VC_70,VC_71,VC_72,VC_73,VC_74,VC_75,VC_76,VC_77,VC_78,VC_79,VC_80,VC_81,VC_82,VC_83,VC_84,VC_85,VC_86,VC_87,VC_88,VC_89,VC_90,VC_91,VC_92,VC_93,VC_94,VC_95,VC_96,VC_97,VC_98,VC_99,VC_100
68,polevl,1,1,0,1,1,1,1.1912612,0.35478067,0.6206646,-0.23179168,-0.69704086,-0.8694545,-0.83606756,-0.46377322,-0.25647023,-0.21057945,-0.5095227,-0.92912316,0.05926253,-0.2585578,-0.5759944,0.88111866,-0.27496377,0.61932665,-0.379475,1.0759207,2.0632482,-0.47900274,-0.6939356,-0.62457085,0.16488566,-0.5186337,-0.41328058,0.32488444,-0.42896727,-0.56198287,-0.018123718,-0.7143287,0.153223,0.03774092,-0.41399848,-0.39893985,0.1320397,0.015576229,-0.6798797,-0.604566,-0.5359147,-0.39228094,-0.3679156,1.3368554,1.6774585,1.1406229,-0.4894413,-0.37348846,-0.38420135,-0.056567773,1.3005753,2.3202243,-0.030397102,-0.32110047,-0.6358443,-0.77135396,-0.9965459,-0.12827905,-0.39775145,0.14830463,-0.22816569,-0.34375507,0.41010422,-0.47879866,-0.47170126,-0.60615945,-0.8140323,-0.47774085,-0.44081855,-0.64019346,0.81053233,-0.569327,-0.36413115,1.6698202,1.1261051,0.07736397,-0.25028324,-0.24921092,-0.24327855,0.117340796,0.5722814,-0.34343794,-0.45547312,-0.7214034,-0.641615,-0.7533771,-0.44434345,1.0045197,-0.3006389,0.96648693,-0.52179456,0.49420488,0.18503116,1.8772906,-0.10130673,-0.3681935,-0.14634584,1.0668244,0.85828745,-0.5232051
69,pooledMean,1,1,1,0,0,1,1.2531275,1.4143126,0.09986039,-0.2898398,-0.6399631,-0.8421549,-1.2522898,-0.48597306,-0.3780599,-0.02988474,-0.651286,-1.0535569,0.079708695,-0.22787866,-0.62406564,0.24498408,-0.2845921,1.4505156,-0.24209067,1.0686692,1.916359,-0.56413746,-0.57849437,-0.6483198,1.0579325,-0.69268125,-0.044558264,-0.17013937,-0.32362214,-0.80092144,0.6556115,0.42038178,0.032799788,-0.34423324,-0.400716,-0.3007619,0.322847,0.08491575,-0.93728614,-0.6660402,-0.5328742,-0.2761358,-0.38037214,1.8772886,1.7883538,0.9006647,-0.44142458,0.5230945,-0.52148664,0.30585745,1.5185021,2.339708,-0.14131173,-0.19628033,-0.7549387,-0.8085922,-0.88694984,0.15174666,-0.4583074,0.029564582,-0.10444176,-0.36200786,0.24416398,-0.5572839,-0.46809325,-0.6303003,-0.8440496,-0.6177325,-0.452078,-0.6809103,0.3357135,-0.7700231,-0.43058252,1.7937452,0.8629531,-0.47376302,-0.040293843,-0.24190724,-0.35167,0.18204778,0.7237325,-0.3120346,-0.38424084,-0.7112872,-0.70693964,-0.92681414,-0.43475458,1.2977384,-0.025155654,0.97714883,-0.5431489,0.5912451,0.07112212,1.2123703,0.2773214,-0.38513848,0.055249713,1.0549344,0.07507424,-0.4787006
70,pooledVariance,1,1,1,0,0,1,1.3236953,1.3752214,0.28466704,-0.3046065,-0.67565113,-0.8756509,-1.3028312,-0.50405216,-0.3828123,-0.019684652,-0.67922306,-1.1086847,-0.025754225,-0.2345384,-0.7019918,0.45917797,-0.378863,1.4079618,-0.3288839,0.96744764,2.573473,-0.52625,-0.7071917,-0.648425,0.9590133,-0.8335363,-0.073726796,-0.18604259,-0.3521802,-0.80269104,0.70998865,0.3998072,0.035111025,-0.21709736,-0.3880777,-0.3784658,0.17767158,0.079879075,-0.976409,-0.69732034,-0.5653426,-0.21689253,-0.37080452,2.1784267,1.751982,0.93419325,-0.4639786,0.5320164,-0.5190696,0.1550458,1.6417089,2.2224607,-0.24830599,-0.113776244,-0.78904897,-0.8753637,-0.9674237,0.15460931,-0.45470837,0.081222534,-0.09210284,-0.38499302,0.31642503,-0.59048975,-0.4981539,-0.69100636,-0.8912873,-0.6319041,-0.4616332,-0.6688891,0.6157369,-0.80150574,-0.4367298,1.6929924,0.9289563,-0.51028144,-0.15365608,-0.16606903,-0.386267,0.20338748,0.5400715,-0.37619737,-0.44313207,-0.78117365,-0.85342497,-0.98209673,-0.45443353,1.330487,-0.13273944,1.037598,-0.6511394,0.6549699,-0.017782561,1.500932,0.37633997,-0.39665815,0.0688012,1.0281526,0.17618003,-0.533618
71,power,0,1,0,0,0,1,0.28558338,0.12631603,0.41949677,-0.19005543,-0.5673179,-0.87675196,-0.7444,-0.39933074,-0.2071271,-0.42281953,-0.55156845,-0.9409595,0.23708685,-0.28251958,-0.64399344,0.63917816,-0.589631,0.41194677,-0.2629612,0.70239466,1.5273787,-0.46724892,-0.46507972,-0.6222144,-0.13286762,-0.40733314,-0.40016618,0.08090282,-0.41085255,-0.5730688,-0.380066,-0.66743654,0.1425092,0.06509669,-0.60126185,-0.47862634,0.2899694,-0.14178534,-0.8234793,-0.611518,-0.5817636,-0.5115832,-0.43468475,1.3338338,2.438915,0.5842966,-0.51628447,-0.19874594,-0.36883932,0.10704586,1.3429319,2.6287901,0.025262956,-0.3427223,-0.68683183,-0.70940435,-0.78855383,-0.1702336,-0.4848469,0.16337767,0.18124385,-0.3655978,-0.06867519,-0.22450286,-0.47466794,-0.5165109,-0.86275125,-0.71066564,-0.47525525,-0.75329626,0.33001643,-0.7202841,-0.49837935,2.1123385,0.84212035,-0.038847525,0.09535669,-0.28906727,-0.27126494,-0.07540375,1.1658455,-0.5098682,-0.4221171,-0.5293916,-0.43699193,-0.71272355,-0.5001525,1.1040055,-0.1726124,0.5425313,-0.3564189,0.18235531,0.10747914,0.95502925,-0.003640674,-0.48790017,-0.11527829,0.5129754,0.28237453,-0.451247
72,product,1,1,1,1,1,1,0.96412456,0.2973602,0.3891463,-0.053458788,-0.62560433,-0.80563617,-0.77775514,-0.29065362,-0.12403743,-0.14879008,-0.48973575,-0.8716039,0.13222109,-0.28378883,-0.47180802,0.5512467,-0.46057495,0.6430717,-0.25402308,1.1290385,1.1493965,-0.54457366,-0.45989168,-0.63454187,0.578429,-0.35146332,-0.32694355,0.07206386,-0.37203702,-0.6777787,-0.26204675,-0.52105504,0.28692037,-0.17655921,-0.5301702,-0.3088819,0.36004677,0.10463648,-0.7836553,-0.5378251,-0.55184907,-0.20785424,-0.45677245,1.3709034,1.9994056,0.57839745,-0.30714288,-0.2817807,-0.12641299,0.1767442,0.7362438,2.2541928,0.19305767,-0.28040674,-0.6764691,-0.69014746,-0.79176974,0.39727166,-0.23163873,0.26138723,-0.20205273,-0.27248186,0.03251895,-0.30556488,-0.4181936,-0.58389306,-0.8871133,-0.46540663,-0.44750082,-0.654817,0.31614864,-0.59787315,-0.41590106,1.5923544,1.0271999,0.08916418,-0.16152704,-0.39716798,-0.23264466,-0.07567179,0.70292735,-0.3442259,-0.41219097,-0.57275647,-0.5081534,-0.7338683,-0.43455154,0.87234473,-0.110581525,0.95830977,-0.37926656,0.395924,0.16263732,0.7423257,-0.15032938,-0.39491367,-0.15767276,1.102548,0.0804668,-0.14355224
73,quantile,1,1,0,0,1,1,1.4032843,0.6387149,0.43960446,-0.21353345,-0.6474915,-0.87548596,-0.91442966,-0.51051736,-0.1652665,-0.018627841,-0.53351474,-0.9480181,0.08669343,-0.19788893,-0.6558636,0.49363512,-0.24143173,1.0719311,-0.38019636,1.0635654,1.9315237,-0.47280166,-0.64372313,-0.6216995,0.21912108,-0.5166753,-0.3937639,-0.16298659,-0.4105819,-0.60479975,0.14364646,-0.6194655,0.124126375,-0.09176369,-0.41229004,-0.4309804,0.30210224,0.29893193,-0.81369793,-0.5732056,-0.48742774,-0.35611397,-0.4174555,1.1043215,1.8392394,1.2873292,-0.3507092,-0.46427232,-0.19159174,0.07872553,1.6871556,2.5401223,-0.052698284,-0.26845732,-0.703821,-0.76026094,-0.8610679,-0.022470672,-0.36671653,0.10374258,-0.11326807,-0.35444933,0.44784856,-0.42333975,-0.4432255,-0.6162691,-0.8394549,-0.5578627,-0.46065062,-0.67679536,0.2912815,-0.64041215,-0.39858255,1.8833374,0.8838719,-0.3716457,-0.13620888,-0.18421432,-0.30076712,-0.15954879,0.6385402,-0.39075512,-0.45882145,-0.74372673,-0.6052612,-0.79563355,-0.4900045,1.2570118,0.037173066,1.1805415,-0.53187263,0.4702126,-0.11035888,1.6753498,-0.18762675,-0.36964542,-0.12848881,1.1714818,0.66300005,-0.45337677
74,reverse,1,1,0,0,0,1,0.941613,0.47892392,0.5506548,-0.100021124,-0.63956076,-0.80742073,-0.77812165,-0.3530095,-0.10672689,-0.26680207,-0.528505,-0.94878936,0.29521957,-0.26987702,-0.52512574,0.6805955,-0.51240253,0.5861276,-0.31070578,0.9688381,1.5975821,-0.47222012,-0.5243526,-0.6259509,0.20985748,-0.41781008,-0.35930085,0.007791941,-0.37903857,-0.6138979,-0.30746526,-0.62303776,0.2916442,-0.026888968,-0.4952403,-0.28536883,0.44403133,-0.08614628,-0.7693225,-0.53790075,-0.5257748,-0.1622232,-0.43824548,1.4183028,1.7006711,0.68299484,-0.32931858,-0.2544607,-0.123338595,0.159678,1.0336877,2.288825,0.29722607,0.02023152,-0.6617508,-0.7332373,-0.89368355,0.1617414,-0.258337,0.4362945,-0.26110664,-0.32730377,0.035225622,-0.26848203,-0.4668649,-0.56775606,-0.88794625,-0.41898787,-0.43347144,-0.6201081,0.58236617,-0.5802237,-0.42494804,1.5085121,1.0633792,-0.15617795,-0.28392535,-0.4148329,-0.25512588,-0.15022585,0.36721408,-0.3582152,-0.48147336,-0.6160597,-0.48555207,-0.7257696,-0.45268524,0.9108704,-0.06961113,0.7172527,-0.44266108,0.35889494,0.086364135,0.9692284,-0.019952536,-0.39232704,0.003155374,0.9810185,0.035964526,-0.35810208
75,safeNorm,1,1,1,1,1,1,1.4331253,1.78013,0.005864576,-0.19758765,-0.57573056,-0.84920514,-1.4639622,-0.6011222,-0.3939374,0.039091304,-0.6618584,-1.1114388,-0.19049335,-0.23181339,-0.8971906,-0.14787279,-0.37132913,1.5133832,-0.38287988,1.0228413,2.4574087,-0.57295406,-0.7363679,-0.6790174,0.8543875,-0.9248744,-0.049789026,-0.37185088,-0.4108372,-0.8465285,0.8408436,0.46080908,0.011132926,-0.5512932,-0.22829998,-0.5093262,0.1090386,0.40554368,-0.9815681,-0.7511424,-0.5500669,-0.35911795,-0.41723758,1.5182036,1.7799075,1.0871949,-0.36913872,0.7882037,-0.4036771,-0.054207813,2.1666203,2.5647206,-0.38248447,-0.25219142,-0.85306644,-0.84743774,-0.7524788,0.2918446,-0.5399527,0.05973488,-0.022541493,-0.30699667,0.35838428,-0.56784403,-0.4863938,-0.804706,-0.9391062,-0.66419894,-0.47053394,-0.76558703,0.10089699,-0.78115255,-0.42926228,1.8781879,0.7107877,-0.5843825,-0.09818821,-0.061292626,-0.20840305,0.18249798,0.33170807,-0.45219025,-0.39657846,-0.80806893,-0.65401113,-1.0489774,-0.47121546,1.3784226,0.28319514,1.2674841,-0.7028739,0.5308551,-0.21604235,1.5115753,0.29707357,-0.37596557,0.10296913,0.9261747,0.34916836,-0.48483178
76,sampleKurtosis,1,0,1,0,0,1,1.5468014,1.0582759,-0.17839843,-0.38086903,-0.60286397,-0.8034862,-1.5249633,-0.730358,-0.45445988,0.51685154,-0.6426729,-0.95239604,-0.23748581,-0.2541477,-0.6684617,-0.1607567,-0.28610763,2.5807102,-0.3901396,0.7463351,2.7453032,-0.59686154,-0.600774,-0.63001597,0.9785014,-0.8210366,-0.1873965,-0.20341982,-0.3254308,-0.7333016,1.3317163,0.19397187,-0.27306512,-0.68956023,-0.20701694,-0.38357607,0.6785787,0.15884462,-0.7635718,-0.840832,-0.54654986,-0.462732,-0.43407506,1.3695598,0.64277077,1.509247,-0.3909237,0.40035635,-0.73260176,0.36500254,2.2982807,1.4416227,-0.6129119,-0.51050377,-0.80136997,-0.8020196,-0.80482,0.058804866,-0.4121977,-0.38589084,-0.12634367,-0.2108301,0.57548076,-0.82772875,-0.44009313,-0.76987267,-0.8200145,-0.7675135,-0.51237035,-0.74955785,0.40050477,-0.76189816,-0.34316456,1.0307682,0.49999964,-0.35211986,-0.24467511,0.3143372,-0.4556835,0.09808475,0.0912908,-0.3223148,-0.31486753,-0.8910447,-0.92708486,-1.0251709,-0.5501972,1.2792765,-0.0237868,1.7756581,-0.6644522,0.3010984,0.123500094,2.5614853,-0.22987865,-0.31027663,0.095197566,0.5935061,1.1573557,-0.54208004
77,sampleSkew,1,0,1,0,0,0,1.6756507,0.95987993,-0.0761522,-0.3784369,-0.560706,-0.84151375,-1.4486724,-0.73305947,-0.5191808,0.42945334,-0.6179759,-0.9486428,-0.26900178,-0.24488243,-0.72535086,-0.103321545,-0.3988955,2.0123322,-0.40446422,1.0737001,2.6319716,-0.5523305,-0.5690887,-0.7071013,0.56321853,-0.8520519,-0.30603766,-0.20636886,-0.37378472,-0.6620826,1.0577438,-0.08433482,-0.00894138,-0.5829707,-0.24362016,-0.4918902,0.5000125,0.0039471528,-0.73514956,-0.8106685,-0.56239647,-0.5300642,-0.41351804,1.1549337,1.4916502,1.6040753,-0.50413716,0.15895852,-0.7438316,0.15347171,2.214588,2.429644,-0.54083425,-0.4637229,-0.78501475,-0.7793266,-0.8458338,-0.07865418,-0.51262146,-0.24997263,-0.08680252,-0.36567572,0.7933341,-0.69739515,-0.50005853,-0.7730706,-0.8606585,-0.7485422,-0.51686394,-0.79011655,0.4405466,-0.7129268,-0.31877935,1.7738991,0.9192957,-0.27459273,-0.16223587,0.3298015,-0.39800704,-0.015505843,0.25510433,-0.40913144,-0.3355317,-0.8921185,-0.883121,-0.9561599,-0.5523823,1.6484852,-0.25605375,1.7678682,-0.6267372,0.37874037,0.09225347,2.635988,-0.25998297,-0.3316991,0.047932375,0.92133486,1.4323442,-0.6140348
78,sampleVariance,1,1,1,0,0,1,1.1548351,0.7902199,0.1826956,-0.1609629,-0.6157921,-0.88810575,-1.0746115,-0.5198422,-0.2788876,-0.024544017,-0.60812116,-1.0155077,-0.07156752,-0.2786623,-0.69795465,0.26932323,-0.5328581,1.0506253,-0.32002378,1.0374185,1.8745782,-0.55135363,-0.58153933,-0.6985002,0.69606525,-0.68881917,-0.21479282,0.0061325394,-0.4110157,-0.75361633,0.24209958,-0.03329999,0.08945868,-0.35918882,-0.47071415,-0.47426316,0.30064377,-0.014842923,-0.8627472,-0.6655548,-0.59923494,-0.2684714,-0.4458764,1.6929256,1.9330761,0.8913805,-0.32870406,0.29145196,-0.34618434,0.06955625,1.4478161,2.3190024,-0.12307114,-0.17421952,-0.7712359,-0.82410187,-0.8171159,0.2091475,-0.30935434,0.16682461,-0.024905153,-0.34083983,0.27217528,-0.44583854,-0.4954703,-0.67558855,-0.8857558,-0.63690907,-0.4769562,-0.70839256,0.48874915,-0.759272,-0.486236,1.772773,0.906198,-0.13622083,-0.0136774015,-0.25345415,-0.33220726,0.130289,0.6531464,-0.44151676,-0.4030648,-0.66876507,-0.6661083,-0.9038576,-0.4772217,0.98104256,-0.16049339,1.0352322,-0.5538595,0.54975045,0.063423894,1.2995751,0.10768134,-0.43011257,-0.057905998,1.0268058,0.24014762,-0.39827242
79,sampleWeightedVar,0,0,0,0,0,1,1.0015886,0.85605633,0.54544044,-0.3181006,-0.71042484,-0.9478562,-1.1800528,-0.45653018,-0.3117513,-0.1733148,-0.6932305,-1.1612011,-0.20852022,-0.28223696,-0.8035275,0.86780626,-0.57899827,0.9690466,-0.44300893,0.52280664,3.2453427,-0.44284272,-0.8390923,-0.6196383,0.49995086,-0.8861476,-0.21038276,-0.08778564,-0.4037202,-0.7621185,0.38030976,0.055657353,0.0042042197,0.05526792,-0.44602296,-0.5319924,-0.022051428,0.042892456,-0.9919048,-0.7243575,-0.63896143,-0.13514207,-0.4007512,2.3834171,1.8558928,0.72185606,-0.4822099,0.34902427,-0.38766015,-0.09285285,1.6710262,1.8412306,-0.39061913,-0.021295987,-0.81455433,-0.9315884,-1.0247086,0.04891721,-0.4521069,0.16146122,0.04987427,-0.4183408,0.14816877,-0.538488,-0.5363684,-0.72665447,-0.9743317,-0.7242378,-0.47797418,-0.6802316,1.0246255,-0.8450745,-0.49658445,1.4480832,0.85741204,-0.35714087,-0.31002504,-0.13748719,-0.40764457,0.14423746,0.41300517,-0.53207695,-0.5448091,-0.77831966,-0.9270198,-1.0029383,-0.4890524,1.1612827,-0.20446438,0.87273324,-0.71234053,0.5238308,-0.11902806,1.6635051,0.37806532,-0.4597132,0.044813134,0.63411987,0.23633324,-0.547752
80,scale,1,1,0,0,0,1,0.96415347,0.22876453,0.9720506,-0.1185807,-0.7465221,-0.90185684,-0.7851691,-0.40727592,-0.20143633,-0.2831828,-0.56209856,-0.96735406,0.13955489,-0.26154235,-0.56859505,1.3382471,-0.5858876,0.53957915,-0.41249728,0.9501291,2.670362,-0.44747427,-0.68944436,-0.5971915,-0.06292216,-0.50930834,-0.41782007,0.1756275,-0.41309592,-0.59435374,-0.18429661,-0.7829747,0.07241659,0.30056936,-0.4926349,-0.3785529,0.18014915,-0.0708579,-0.7819984,-0.60307133,-0.5796715,-0.38651446,-0.41171613,1.9758832,1.5154154,0.7493512,-0.47559172,-0.4552476,-0.34739694,0.021270327,1.0119365,2.0584435,0.0923847,-0.28541008,-0.6695201,-0.84438485,-1.0682013,-0.13330962,-0.38794246,0.26299915,-0.23870082,-0.33174747,0.34699848,-0.45375082,-0.5238707,-0.60835975,-0.8319411,-0.48496372,-0.45402893,-0.67004496,0.993927,-0.6127135,-0.4108679,1.3526999,1.2969745,-0.053671356,-0.3619397,-0.32346427,-0.2899384,0.06914311,0.5834882,-0.3589261,-0.5075682,-0.7268168,-0.7162619,-0.8143416,-0.4787442,0.9852913,-0.25834465,1.0317122,-0.5831047,0.5564888,0.14425299,1.5790372,0.08070682,-0.43002498,-0.12658593,0.9257058,0.5716061,-0.5512008
81,selection_sort,1,1,1,0,0,1,0.8754017,0.58757645,0.9952189,-0.033172254,-0.7662088,-0.93879485,-0.7533469,-0.38339543,-0.14336145,-0.32692865,-0.5777726,-0.99374264,0.25740844,-0.2404983,-0.6018888,1.3993555,-0.4696443,0.44828632,-0.39041585,1.1253986,2.3362296,-0.44666976,-0.7246513,-0.5874897,0.035721295,-0.5160762,-0.37582934,0.029126475,-0.45047498,-0.63197744,-0.38744786,-0.7118555,0.13444392,0.35761216,-0.40588212,-0.34096256,0.22000244,0.021102639,-0.87103647,-0.54668444,-0.5347984,-0.34564888,-0.40890923,2.1426523,1.6608603,0.7715326,-0.45539835,-0.4656601,-0.23192403,-0.008107963,1.0376985,2.2711954,0.24496669,-0.21832597,-0.6868901,-0.850331,-1.0711437,-0.019384531,-0.36103845,0.3690851,-0.24347216,-0.28365335,0.1541656,-0.36673042,-0.51300454,-0.59942997,-0.8609451,-0.42302588,-0.43746617,-0.639318,0.7416723,-0.61107695,-0.44928792,1.553255,1.4203701,-0.30419698,-0.34790614,-0.5430447,-0.14307067,0.07521458,0.53697926,-0.36726972,-0.5217475,-0.67654836,-0.57900006,-0.7750123,-0.45801148,0.8270485,-0.10228518,0.72390485,-0.55830884,0.65267503,-0.052954465,0.957633,0.29485402,-0.43231452,-0.04663246,1.1721617,0.039297532,-0.5307625
82,sequential_search,0,0,0,1,1,0,0.45982423,0.6624798,0.21325816,-0.26405713,-0.6234302,-0.8689507,-0.7282995,-0.31068772,-0.04908655,-0.21486808,-0.48866558,-0.93192804,0.10136434,-0.26218072,-0.5247874,0.58910054,-0.57690513,0.90372336,-0.26296228,1.2381402,1.6298658,-0.54466945,-0.56429696,-0.59764695,0.03300071,-0.25071254,-0.34632698,0.104796216,-0.35569832,-0.66000134,-0.32585403,-0.61787057,0.1477675,-0.09755542,-0.5128763,-0.2818916,0.5566514,0.3446522,-0.7487294,-0.57120353,-0.51319927,-0.31521964,-0.47890934,1.1793841,1.3635815,0.49633628,-0.3108255,-0.22584444,0.24250603,0.37200603,1.181803,2.0931919,-0.04675174,-0.45234057,-0.68752056,-0.7308058,-0.8136932,-0.15683879,-0.3282104,0.023052983,-0.1736253,-0.24815863,-0.07655016,-0.5988934,-0.48125094,-0.5979555,-0.87001,-0.5916732,-0.43546307,-0.5995691,0.44647026,-0.6289531,-0.43394092,1.2017626,0.8523611,0.09146539,-0.24979958,-0.44253227,-0.23288071,-0.025143005,0.56375116,-0.2985024,-0.39645204,-0.59044904,-0.3589754,-0.7379005,-0.44007882,0.73939085,0.4796633,0.67735374,-0.46477893,0.20362046,0.22205532,0.7103277,-0.17165773,-0.36524707,-0.15840779,0.6016765,0.103668965,-0.1821351
83,set_min_val,1,1,0,0,0,1,0.44107926,0.8889054,0.53352654,-0.13052408,-0.7238956,-0.9675189,-0.85171133,-0.46812302,-0.15865047,-0.2806791,-0.55151147,-1.0733024,0.5598862,-0.2628565,-0.6988586,0.9191117,-0.6347654,0.8156826,-0.4091755,1.1724318,2.4752274,-0.5039034,-0.78769153,-0.6720205,-0.12478671,-0.518763,-0.32740128,0.11345687,-0.45890072,-0.623696,-0.42171612,-0.6243194,0.22677144,0.09244963,-0.25739622,-0.3298239,0.57093126,0.24140626,-0.80848813,-0.6588289,-0.5694854,-0.4209279,-0.4303948,2.0432863,1.3545337,1.1352799,-0.44997084,-0.3012032,-0.05129792,0.1236641,2.0655768,2.3256667,0.12749371,-0.3069015,-0.7471216,-0.85207045,-1.1031221,-0.10305761,-0.45920196,0.37209702,-0.27076295,-0.3417593,-0.046775308,-0.6170217,-0.5208531,-0.6934978,-0.9656957,-0.5670381,-0.43934628,-0.63579476,0.6444216,-0.6669547,-0.48979092,1.394829,1.3368402,-0.03931299,-0.666612,-0.42059466,0.09350617,0.043555796,0.12733221,-0.39982685,-0.4475961,-0.7278278,-0.4303973,-0.8034253,-0.50917196,0.54454774,0.15350413,0.4700429,-0.5795159,0.22870533,0.08485613,1.2306701,0.1366255,-0.39182928,0.025825802,0.81638145,0.31943765,-0.40968513
84,shell_sort,1,1,1,0,0,1,0.83891463,0.5131881,0.5938142,0.2294634,-0.7052019,-1.0265924,-0.98161495,-0.4460198,-0.27346268,-0.2122554,-0.5588274,-1.0184367,0.3101146,-0.33220342,-0.8555773,0.82567394,-0.5786558,1.1195823,-0.11172252,1.0108324,2.3165622,-0.5465418,-0.5266447,-0.6573727,0.1415795,-0.769753,-0.22769749,-0.39615825,-0.29173568,-0.73855174,-0.15905936,0.04052506,0.21897073,0.035457123,-0.48246682,-0.49274045,0.44556016,0.1250806,-1.0942585,-0.5207894,-0.6496375,-0.42821413,-0.52660275,2.5148225,1.9033407,0.8777916,-0.400104,-0.116080254,-0.4278641,-0.06771283,1.9019036,2.336526,-0.031470556,-0.123950586,-0.91087914,-0.9066628,-0.9245246,0.6407027,-0.3477066,0.28904384,0.03831943,-0.13152647,-0.09047285,-0.19601326,-0.5984622,-0.5990474,-1.0428236,-0.71811235,-0.52024394,-0.8169485,0.29918283,-0.7956322,-0.58967775,1.623848,1.0027854,-0.31922215,0.007957265,-0.38947174,-0.30319268,0.03959036,0.74011374,-0.6501567,-0.41910276,-0.61278826,-0.59406406,-0.90488124,-0.56911135,0.82534456,-0.028984731,0.88779014,-0.5955289,0.43550593,-0.36271295,0.8230263,0.17088908,-0.5217154,-0.1330308,0.8926719,-0.27765235,-0.50482404
85,skew,1,1,1,0,0,0,0.8741847,1.1874738,0.1879511,-0.2494962,-0.5726227,-0.8663631,-1.2552096,-0.46936932,-0.35680312,-0.14202634,-0.6813046,-1.0924292,-0.11406753,-0.2644553,-0.79345393,0.258528,-0.54961526,1.0663385,-0.29371503,0.7484093,2.2416198,-0.505735,-0.6056528,-0.64837986,0.69415015,-0.8098136,-0.13693209,-0.2738197,-0.35367015,-0.78972304,0.4749925,0.3216445,0.0143309245,-0.23455638,-0.4643851,-0.50479597,0.08374025,-0.014880723,-1.0167168,-0.70257604,-0.60225266,-0.3059012,-0.418178,1.9028484,2.328605,0.59482074,-0.49609056,0.58768505,-0.5159929,0.08420661,1.6212742,2.4157054,-0.2636535,-0.14994314,-0.79753983,-0.81744313,-0.8309702,0.13715316,-0.49635223,0.10899848,0.16054694,-0.38933527,0.110167734,-0.39647,-0.4986259,-0.66421306,-0.9166609,-0.7326653,-0.4793788,-0.75528646,0.33670276,-0.8500335,-0.4872385,1.9279553,0.7073877,-0.5012114,0.07439231,-0.16347131,-0.3758436,0.12597533,0.82610244,-0.5111239,-0.4375394,-0.67806256,-0.71842515,-0.960688,-0.47730795,1.443901,-0.10265106,0.885924,-0.5576893,0.45294583,-0.09925469,1.0714744,0.3663766,-0.46299317,0.06473241,0.6815436,-0.008904513,-0.50207716
86,square,1,1,0,0,0,1,0.4121818,0.12777945,0.78854764,-0.17363392,-0.69292027,-0.92967474,-0.8225166,-0.37571767,-0.16056004,-0.41919947,-0.6180767,-1.0180105,-0.012832353,-0.29792368,-0.7140582,1.1473795,-0.6527509,0.30602598,-0.36412594,0.4126051,2.4087687,-0.3858729,-0.6102468,-0.55038345,-0.18987969,-0.5251423,-0.4634801,-0.13192733,-0.37226674,-0.6148994,-0.24339083,-0.6918794,-0.045470312,0.36052293,-0.54981166,-0.5468143,-0.051919423,-0.104597345,-0.9516307,-0.6636975,-0.63069266,-0.479064,-0.458987,1.8144923,2.619105,0.32933718,-0.5359837,-0.5027625,-0.42773768,0.01848523,1.1609577,2.21934,-0.04639656,-0.32782757,-0.6931723,-0.7627476,-0.9894469,-0.17477089,-0.4970148,0.22850932,0.24061395,-0.3778509,-0.03250566,-0.19860695,-0.48401132,-0.5841965,-0.89868885,-0.70437056,-0.4615397,-0.79830164,0.55477494,-0.76976943,-0.4882017,1.8352642,0.83923364,-0.27095243,-0.065660134,-0.24177831,-0.29356307,-0.065806605,1.0784729,-0.5347752,-0.5453574,-0.60725105,-0.60523474,-0.8415691,-0.5094444,1.3584198,-0.20025079,0.8272537,-0.44845712,0.2657617,-0.11997562,1.0995033,0.069180906,-0.5270067,-0.08923359,0.3865759,0.21213923,-0.52891636
